leads,listing_id
3,9928a711f1283d0
6,6ab76cea1565d01
1,8821210d037211a
7,bda7135eb3167a6
1,da27b358b9d49c9
4,b21130417cd8514
26,3f0e3f70f76e441
2,ac8816a00f7d708
1,ea4a7515d7878b2
2,7111bd2fafd0977
1,fd16a26c5ae4514
1,f29d1fbca7584ee
1,dac04cda7a67b1f
11,ea3346d31785287
1,1a13ab79c25f0cd
5,ba0a715f9e39ca5
1,d9e80adceee7eb8
1,b448956b407686f
1,64e9a652bb31403
5,24a5d553ed85724
2,7e7d16b25eddff0
1,6e10c1546a643d6
2,013a6b3e93926bc
1,1cf105bee1664a6
10,6b218786bc9d9cb
3,3f68082d608db90
6,a6214a6dd652b20
12,a5fc6e164517128
1,f3e18efa3c7da2e
3,31b2703e643374a
8,836cde5e2a53b90
39,324b1a6742035f1
1,d1d52190e81b959
1,524e4c3eafd1045
1,815ae077d6d4285
1,950d5b7bc4ef3c0
1,2b5091b5bad16d5
25,3a7c44b093e3643
4,66347a7969d4cd7
1,3e77a24c32a5776
1,a4b09aedf7ed793
1,13f581cb0da0425
1,ce5b73a07710dba
1,8f47e6938ef753e
1,bcf7b6324e8957a
1,3975d18d826fa94
3,86dfbc5d41ed796
5,6d2b5f10574f928
1,05b2e0efce26fb8
2,8e360d4cabfb766
1,c111584a677a588
3,90a0c6cb9c7b3b3
1,876d1cc6c9df752
1,86e27287af14bb4
1,5f6c81b56adf674
1,9ad8c956f0bdc3e
3,4fa8ef96a5a6ea6
1,ffe9208d3094ecd
2,f6ea6be2eec699c
2,e44e92aec97829f
1,77e50343acb1b37
3,b0cb32d62bbc331
4,0dfe1f6660310a1
3,47a4d47fa841143
1,3d29acce2fac504
1,1cb46815bf12d2b
3,fa08d5f6b532116
2,c82d722daf0d1a1
3,c55c16cde70b438
2,7560fca9ad5b3ca
1,1d25132f1c2035f
1,b91a04b3589a9bf
2,926f9c3674e3529
2,32b1568779a4be8
1,538c31e4d1fc9ad
1,e53da74d33bb4ce
1,c5ba474802d0c0c
5,0981c33e1c3da98
4,e8f861cfb2ba8da
1,dd75eda75f13e85
6,f32bb27f940add1
2,59c7178c544027e
2,95eb6ae5b4eaa08
1,567264acf16847d
2,b4f0d9a6ac1185c
1,9c72c1b8e797f14
1,1b372d3895d8133
1,ae5a696c576d1c1
1,fa2f7a3a5b105e2
7,bfe85bf6c01ad4d
2,1c064870edacc5a
1,3a35edef2b0682f
4,9593643b47f4bea
2,b22fe3050018ec5
1,3af3ab139c6db49
1,98aa79f16b8fe84
1,5f2cf260f1e677a
1,9487d7730d8f03b
1,9059787b6b7e11b
1,968eaf9ce445d64
3,e03afadf3c87b2d
1,e356afac64d5260
1,2ddd1d74dc075fc
3,0b754dd7e0ac07e
4,8a066aedd98c47e
2,71a7562ebafb6aa
2,8b5fbfd1e94edd7
4,b5bf636e027cd3e
1,fa3c0ccdb81c4c4
1,b9f544925f1ae1f
2,64dbd1fb643af4a
4,07ceae304200e7d
1,5439a21c42f6233
1,f7e250790c8e8b9
1,6de50439e1a8589
3,c1bd61d9d594b04
3,f63853eb4436eb8
1,2b90bd196f1e261
1,57b6aedef2e5f96
1,56b0976cc3c6f97
1,0cf5ed88be8892b
4,f593eae953de0ea
1,0ab9cb061233c37
1,0af8c330679e7fa
1,30b20ceb07167f4
3,260228a3f01c362
1,f720a1e52d95826
2,241ddeb6545e3ba
1,9d735c9bf64b566
1,08147ea9e9be21a
2,324c5dca202c2f7
1,46785fd29b7b4c6
2,60611257bcbc1c9
1,caf805d6cb4b31c
1,c2a82a5533492ac
1,5ec121430a7bb77
1,a5656e81a4a5023
1,83834291b03be32
1,fd2034e6d4b419d
2,b64dc1916ace883
3,baa679645567ac6
11,cc28da9ff8c349e
3,bdae188ca6b4fc8
1,92a84826a0f1023
2,fc8755254f01449
3,9995cfe0a5dbf6b
6,266ca7afa5d3fe5
1,e1b1d86413154bc
4,2452d779ce2514e
3,b4111df12c1e0bb
1,20bb2f9865a360f
2,1c3c6d9edce42d6
1,d318a53f6cf5ae8
3,24d385df4cdb666
1,69c191a1d2aa581
4,bdc562bd5e0dc55
1,7d0bea501cb8361
6,6f62d29309732bf
6,c987bada96ddb39
8,8d83be3ca95aafa
6,5d7b7c421dcbaf7
1,b991b6677758e1b
2,b7d5f1394c95d81
3,a29104ab405b214
1,3ac8623ed53b885
2,03bd2ad9704811c
1,536e7c688303263
1,133b63d78f5c6b2
1,a6b1cc54e73e5be
3,b1da676c7f0d7cb
1,a1e28fa730bcc30
5,28cf2482524eeca
2,2a6d24720f590ca
2,25047c956ce3908
1,a54a93fb9e88994
3,28e5e08093957c2
2,3ad723b2ae88952
1,51ea783c0c2b848
1,4a12072372b8904
2,f59865bbc4e33a7
25,bed72ed08fa22ed
10,e5db4ad634cdce4
1,c42acc9a877362c
3,bf227c99d3c0474
8,5bd0d25a22eb492
1,f8794105826f37f
4,2d716602a3689c3
4,07729771b1caa2e
1,c877e01782b15e0
3,dccb0984660f390
4,cb1b1a18a4610b4
19,702a5b639f74d31
8,08e5e60c9b35c4e
1,79624478a5d22ff
1,9c4664718032be8
2,c56c40d1945a1a8
17,e547217f8133145
7,925c5f22bfe0455
3,63c5f6291004ee4
31,d1f5062fb32948d
7,60c83cd7cd10d99
3,5135651a41fa846
3,f3081ae9216b387
6,2acf07ec0413484
8,87d8a5e1742cc20
1,e6587f8ef607f91
12,411e674e415e219
14,b3192f4e23c43ae
1,e3838d48bf73058
9,ec01f6ee16c4019
6,24afa2d802bb93c
2,e93f442d93d200b
3,987b0b56b2105f6
5,2754c7c4d7bcbe5
3,9e55740c46e9782
2,5e7e23842991280
1,aaa45a80fb30725
1,0f825c9ea34bc19
1,cf49aa78865eb5b
5,26a462653ebce74
1,b3f942f89ab1891
5,1554752f453fd05
7,0193f1568874275
10,a060b780dd033da
27,41237f660ffa7ff
9,3f9b3373aa8e6e7
23,80726588be254df
1,eb8d3b97c3ab925
10,96e3ea0ef4f5572
5,11c30d8f6e8dcd7
1,c97bbad16aa0bb4
1,9dd23f86f673ed8
1,6cc2356c3c02ae0
1,d5e4bac97480e2d
1,1db49fd637e976a
3,c7402b51e0014a6
15,167e30fa1cf000a
3,b3b172c7d22277e
1,1b1567c6aeb665f
2,711fd2e820c300e
5,48f24ebde04d36e
5,44c384c3e8efb8c
4,9d22565fc6039fa
4,00debc6d277780b
9,89689dc6849251f
1,391ee7077a99ec1
1,2d12f374aa1e91a
5,999398b6123294c
1,5272cc2abb21eaf
1,71bc9b6ebad9d93
2,f0aaf32c042875b
1,78e262ca2fab4d0
1,bcfe9c176b6196e
5,ca3fc356f9f12d6
8,48cf6429cc7a93c
2,09673c945100a08
1,5966eaf1790126d
1,ed13d52c3c3bc4b
3,a4b527b577a734b
1,ceead6aa0cf9496
1,037df92cf1aa644
1,f7e778ceb06f852
4,cddfaad62650180
2,6fcceffe7d23044
1,740e1f3f457f698
1,903e963962c6c83
1,c1e22bbd8652f9f
2,9b01d678782da27
1,4bbe59341e48725
1,dc8aa4f13427862
2,4eeee727b52d6de
1,bcee2dff7f6c750
1,f1bff334ebde48f
1,2b16f7e8ca7b0bc
1,c087cf2a6ede16c
1,569065476403dde
1,9b0216cd8206590
2,3dd8b902764b22b
1,39beff39bafe305
2,c5bd2e628c2003f
2,4dedcaa03d47e98
6,b5685ce8aef2e2b
1,957af37086fc954
1,01ccaaadb385ee4
1,8ca4a09617e93ee
1,ba74e8f6eba1564
2,6f4c2594ee71f4e
3,8ca8a86533d47c9
5,485b0e0085f5c5a
6,57cd6a89a1b9f0e
1,6a01849b794fae8
1,45524b281fba477
4,97a420e80968c5d
1,71e12b082810ed1
1,ab78b4d28992db1
1,2cd021764731692
2,ae80d5c8586dcb0
1,abbce7f85c7e2d7
3,c190653287a811b
1,f7a7a714b3688f9
1,d3384f0e67d3702
5,60f0800806c2b71
3,f47e748a257be60
1,adb2b87654066a9
1,aaff86e1cf4caed
2,29c687b8ad5ee11
1,cf8eac5e8b33be1
1,7d34c505cb2cb96
1,d89370480f9f9d5
1,2d3e28fb4a735fa
2,57594da56156c26
2,58ef0e0a80e0534
1,abde95221646c3c
1,cd9e860383af283
1,a357dc010cc6398
1,d3a3dc9c78516b9
1,b4dbda91a1962c7
4,01e01874edb4c1d
1,67ed9fd15640ad9
1,a37c7c6210896ff
3,7878f880c0f7d4b
1,deb58867f7753ad
2,a02764b4e7959da
2,a661223e0ff8ae2
1,2d6ecec711fbc4e
1,e33bddc247f335a
1,a8e5ad1d192dabc
2,946197f6f8b6d24
1,ef62604b5ee8c99
1,1de069b72e7fac4
2,6e500e34fed4938
2,f8b5f88613c91e2
1,146336734b78fe7
2,f517a1a1f9be5ea
1,c8b2f55f5fcfb13
2,c5f6e686f1d2426
1,cf37dc649cde2eb
2,3df5179f77d891d
2,6fa567b7575e0e6
1,31fe25c799d6513
6,686c253d2d42234
1,a90129692430857
2,90972611a3f56e1
1,fc724a03b093286
1,bf26c252b17bf5b
1,2250fd879fa1dea
1,778da7cfaacf0ec
1,fd1fa101e5808e5
1,8d7c1aa8e167caa
1,39792a3aa8b4660
2,ce318818511da74
1,15cdbfd99a47f9c
1,9bad1570be7f6c2
2,ae355cc9de2a4b9
1,cd4ca4e33899b06
1,76e457c838fe74b
1,76e40d1deb9d8a2
2,2ab302ef9875645
1,765fb76ec95c261
1,f101851bf89ea64
1,c13846f3ce0a548
2,8628158b1ae2efc
1,a497af6d6b8ac22
4,4954282e03c1a4e
1,ebe4a9e46410de6
1,5000351044c2380
1,4e9be2f7faa69a1
3,2658174492cdff6
1,7fa7e5b8806663f
1,2d65b602026c062
1,44b8ccb4e6b9c69
1,81d8daac536feca
1,1d928a6aeff83f4
2,0bbe920870e93bd
1,80e60f3f51926fe
2,087aaf7a58ab36f
10,1657c759bd1e940
4,aa99a318e1c9a67
1,f0bede9a56c217b
2,36d06e7bc329ceb
13,52ddfd3ae8f5495
1,48d489565297145
1,95d1bec07af2808
1,aec1ada6b04828d
1,bad1923d614d4cf
1,dc9ea491ad07f67
1,f49e7bfd345f0df
1,e2b0f2e711b305e
1,6700ee056d939cf
1,2b926eb5167ee94
3,d84ccd1c5838eb0
3,ce8b5e42e9ed5cf
1,c76057d2e560297
2,f4532be139a9e58
1,07f15a3cd52427d
1,c4e0045ed707142
2,59b160095ecad5f
1,cadf04819155f34
1,32e804a76e1b4cd
29,19159383a7a2be9
1,d9fa89d6fde5f6c
1,1fa71e536283343
4,1516314b30368bb
1,d878bf60cb99f68
8,441f2a382345731
1,5babc406018d632
1,482e6c013a895b1
3,5fea2e783db49d7
1,04395e32204582d
2,4f2b11cdb2ac5a5
4,943441b208d8b01
10,7518df779d6f727
6,8fb1997a1b96f54
3,9746e6501635b80
3,de10241671d26b1
1,875ccc8b91a0a3d
1,0f268403ab2244a
1,816c95956164d13
1,a41460cb76509e6
12,c9ab527f3e6d24d
6,cceb92efffd50ac
3,b40f65b4b9a979a
1,98bb5debed7ade3
3,12263fc1fca1299
7,3d380d1b157d3a3
5,105f83345d45d9e
12,01a73090b83e0e6
7,a8f1b13a7dc201a
2,f4eda6a7abb3ec0
6,ad4c0b5f9add605
1,d7c214b08686d98
1,423329c985ee13a
3,19393c50c6791a7
2,cd9d078672b0d18
3,b9ccbc4bcc34b1c
5,5c2cdbc1da09376
4,172cefee48cf7c2
1,edb86dc6cbe8a67
2,c919892bf91fde1
1,244a68fe064acaa
4,98afad702554cf4
1,36b239fda97e0e8
8,9bb501b17ecf3b2
3,e4f38aa185ec262
24,b349625dcb932bc
1,a2b9a0df41c2175
1,6ee3bd1ee5b63ac
4,4e45f2922233e02
4,b3510eea8c525ce
1,29ec16676807886
5,5d29cee7013f4f4
1,4530ec2b2a921cb
1,c3a96ae72170633
2,1f9637401a1d63a
1,24cfa088af9fbf9
4,72b94bde95c7ac1
28,0e23a5c98ffb2dd
1,261ba77672afb2c
4,7ceaa36ff98cd11
1,ba40ba5c042defe
1,209eedd8f24b8ab
5,9ba337216392c9f
2,495244781f590e5
1,716535a5db79454
3,ca5a40fc8746249
4,99a11cbf42ddaee
1,1afebca0357ddde
3,5f50f83675fca43
1,d0640e9da37709c
1,f4816da014383da
1,9212edb4b5ee712
1,bc3745d62e88378
1,d88ea33b4ac2417
11,c610826013847df
5,289485146ebc881
1,85845ecd00fb812
2,d26a3eadab27765
2,40bc3cc8a3de27b
